Chr,Pos_init,Pos_end,Strand,Id,Sense gene,,
chr3,46515385,46606948,-1,ENSG00000163827,LRRC2,,
chr2,96184859,96208827,-1,ENSG00000084090,STARD7,,
chr12,14503661,14567883,-1,ENSG00000121316,PLBD1,,
chr16,88453280,88537031,1,ENSG00000179588,ZFPM1,,
chr11,18704312,18726230,-1,ENSG00000179057,IGSF22,,
chr1,151340640,151347326,-1,ENSG00000143390,RFX5,,
chr17,76142465,76240493,-1,ENSG00000141576,RNF157,,
chr16,88677688,88686507,-1,ENSG00000185669,SNAI3,,
chr12,75275979,75390928,-1,ENSG00000180881,CAPS2,,
chr16,30182827,30189076,1,ENSG00000102879,CORO1A,,
chr2,85837120,85905199,-1,ENSG00000115525,ST3GAL5,,
chr11,70467854,71252577,-1,ENSG00000162105,SHANK2,,
chr1,56994778,58546734,-1,ENSG00000173406,DAB1,,
chr3,192139390,192767764,-1,ENSG00000114279,FGF12,,
chr3,124761948,124901418,-1,ENSG00000082781,ITGB5,,
chr3,58008398,58172251,1,ENSG00000136068,FLNB,,
chr2,70087477,70089203,1,ENSG00000169564,PCBP1,,
chr1,165724293,165827755,-1,ENSG00000143183,TMCO1,,
chr3,9362971,9386791,1,ENSG00000134077,THUMPD3,,
chr11,9776776,10304877,-1,ENSG00000133812,SBF2,,
chr3,50329782,50340980,-1,ENSG00000068028,RASSF1,,
chr3,152243828,152465780,1,ENSG00000152601,MBNL1,,
chr17,1003519,1229738,-1,ENSG00000159842,ABR,,
chr11,119355215,119381711,-1,ENSG00000036672,USP2,,
chr11,119415476,119424985,-1,ENSG00000154096,THY1,,
chr3,195863364,195911945,-1,ENSG00000061938,TNK2,,
chr2,189746660,189763227,-1,ENSG00000128694,OSGEPL1,,
chr2,135787850,135837184,-1,ENSG00000115850,LCT,,
chr12,52232520,52252186,1,ENSG00000135480,KRT7,,
chr1,112911847,112957593,-1,ENSG00000155380,SLC16A1,,
chr1,115285904,115338770,-1,ENSG00000134259,NGF,,
chr11,83156988,83187451,1,ENSG00000165494,PCF11,,
chr11,83259081,83286390,-1,ENSG00000137500,CCDC90B,,
chr1,54225433,54413479,-1,ENSG00000157216,SSBP3,,
chr3,188153284,188890671,1,ENSG00000145012,LPP,,
chr1,154548577,154559028,-1,ENSG00000160714,UBE2Q1,,
chr3,35638945,35794496,1,ENSG00000172995,ARPP21,,
chr17,50271406,50281485,1,ENSG00000167105,TMEM92,,
chr1,46674659,46719146,-1,ENSG00000159658,EFCAB14,,
chr12,63779833,63809792,1,ENSG00000118600,RXYLT1,,
chr12,57723761,57742157,-1,ENSG00000135439,AGAP2,,
chr12,120210439,120265771,-1,ENSG00000089159,PXN,,
chr3,191199241,191265615,1,ENSG00000188729,OSTN,,
chr17,44308413,44318670,1,ENSG00000108309,RUNDC3A,,
chr1,43383917,43389808,-1,ENSG00000159479,MED8,,
chr12,25958232,26079892,1,ENSG00000123094,RASSF8,,
chr12,29412474,29497686,-1,ENSG00000187950,OVCH1,,
chr3,129314771,129316286,-1,ENSG00000184897,H1-10,,
chr1,156641390,156659532,1,ENSG00000132692,BCAN,,
chr12,9951316,9995694,1,ENSG00000172322,CLEC12A,,
chr1,51354263,51519266,-1,ENSG00000085832,EPS15,,
chr3,47227998,47283451,-1,ENSG00000088727,KIF9,,
chr12,31382226,31591136,-1,ENSG00000170456,DENND5B,,
chr1,51287258,51345116,-1,ENSG00000085831,TTC39A,,
chr17,74950742,74973166,-1,ENSG00000167861,HID1,,
chr1,100266216,100292769,1,ENSG00000137996,RTCA,,
chr11,78171249,78188626,-1,ENSG00000188997,KCTD21,,
chr17,6996049,7010754,1,ENSG00000108839,ALOX12,,
chr1,21217247,21345572,-1,ENSG00000117298,ECE1,,
chr3,159988835,159996019,1,ENSG00000168811,IL12A,,
chr3,70954693,71583978,-1,ENSG00000114861,FOXP1,,
chr12,27332836,27425289,1,ENSG00000029153,ARNTL2,,
chr1,74568117,74673792,-1,ENSG00000178965,ERICH3,,
chr11,2129112,2158391,-1,ENSG00000167244,IGF2,,
chr1,228208044,228378876,1,ENSG00000154358,OBSCN,,
chr12,12940575,12952170,-1,ENSG00000111291,GPRC5D,,
chr2,239048168,239401654,-1,ENSG00000068024,HDAC4,,
chr2,165984641,166149214,-1,ENSG00000144285,SCN1A,,
chr2,8678845,8684461,1,ENSG00000115738,ID2,,
chr17,29560547,29567037,-1,ENSG00000168792,ABHD15,,
chr1,11066618,11099869,-1,ENSG00000171824,EXOSC10,,
chr3,123610049,123884332,-1,ENSG00000065534,MYLK,,
chr2,32357023,32618878,1,ENSG00000115760,BIRC6,,
chr18,3247481,3256236,1,ENSG00000101608,MYL12A,,
chr18,3261479,3278461,1,ENSG00000118680,MYL12B,,
chr17,58520250,58544368,-1,ENSG00000108387,SEPTIN4,,
chr12,56152256,56159647,1,ENSG00000196465,MYL6B,,
chr3,193274789,193378820,-1,ENSG00000187527,ATP13A5,,
chr11,2376177,2397397,1,ENSG00000110651,CD81,,
chr3,178272932,178844429,1,ENSG00000197584,KCNMB2,,
chr3,8980591,9363053,-1,ENSG00000196220,SRGAP3,,
chr3,183015218,183116075,-1,ENSG00000078070,MCCC1,,
chr1,150549369,150560937,1,ENSG00000143382,ADAMTSL4,,
chr3,42600655,42648735,1,ENSG00000114857,NKTR,,
chr19,45769709,45782552,-1,ENSG00000104936,DMPK,,
chr1,43450989,43453989,-1,ENSG00000178922,HYI,,
chr11,94543840,94621421,1,ENSG00000134627,PIWIL4,,
chr17,74579365,74592283,-1,ENSG00000204345,CD300LD,,
chr1,1418420,1421769,-1,ENSG00000235098,ANKRD65,,
chr1,227728200,227781826,1,ENSG00000143740,SNAP47,,
chr1,2555639,2565382,1,ENSG00000157873,TNFRSF14,,
chr2,158456952,158682879,1,ENSG00000144283,PKP4,,
chr1,110338506,110346681,1,ENSG00000162775,RBM15,,
chr3,37243191,37366879,1,ENSG00000144674,GOLGA4,,
chr3,32685145,32773875,1,ENSG00000182973,CNOT10,,
chr1,151847101,151853712,-1,ENSG00000196407,THEM5,,
chr2,166888480,167259753,1,ENSG00000163092,XIRP2,,
chr1,35573314,35595328,1,ENSG00000116819,TFAP2E,,
chr17,15732247,15746162,1,ENSG00000214946,TBC1D26,,
chr17,68974488,69060949,-1,ENSG00000154258,ABCA9,,
chr3,184097064,184106995,1,ENSG00000186038,HTR3E,,
chr2,185738804,185833290,1,ENSG00000188738,FSIP2,,
chr2,132671788,133568463,-1,ENSG00000176771,NCKAP5,,
chr3,183919934,184017939,-1,ENSG00000114770,ABCC5,,
chr17,79022814,79049788,1,ENSG00000173918,C1QTNF1,,
chr3,169966635,169998373,1,ENSG00000008952,SEC62,,
chr2,201116154,201176687,1,ENSG00000003402,CFLAR,,
chr3,196935402,196942594,-1,ENSG00000114503,NCBP2,,
chr3,42809483,42942792,1,ENSG00000240747,KRBOX1,,
chr2,159318979,159616569,-1,ENSG00000123636,BAZ2B,,
chr3,43286512,43424764,1,ENSG00000163788,SNRK,,
chr2,162371407,162838767,-1,ENSG00000184611,KCNH7,,
chr1,15409888,15430339,1,ENSG00000142634,EFHD2,,
chr1,71063291,71081289,-1,ENSG00000132485,ZRANB2,,
chr3,101648889,101677135,-1,ENSG00000066422,ZBTB11,,
chr3,50088919,50119021,1,ENSG00000003756,RBM5,,
chr17,17681458,17811453,1,ENSG00000108557,RAI1,,
chr1,206635536,206684419,1,ENSG00000143479,DYRK3,,
chr3,98732236,98821201,1,ENSG00000064225,ST3GAL6,,
chr1,231162058,231221565,1,ENSG00000119283,TRIM67,,
chr2,1789113,2331664,-1,ENSG00000186487,MYT1L,,
chr17,12789498,12991643,1,ENSG00000006740,ARHGAP44,,
chr3,65353525,66038918,-1,ENSG00000151276,MAGI1,,
chr17,1517718,1562792,-1,ENSG00000174238,PITPNA,,
chr3,112815709,112846864,-1,ENSG00000206531,CD200R1L,,
chr1,206203346,206464436,1,ENSG00000266028,SRGAP2,,
chr2,178525989,178830802,-1,ENSG00000155657,TTN,,
chr3,58717365,59050084,-1,ENSG00000163689,CFAP20DC,,
chr17,47896150,47928957,1,ENSG00000167182,SP2,,
chr1,174159410,174995308,1,ENSG00000152061,RABGAP1L,,
chr3,158962235,159897629,1,ENSG00000283154,IQCJ-SCHIP1,,
chr3,149964904,150050788,-1,ENSG00000070087,PFN2,,
chr3,128462437,128466968,-1,ENSG00000179407,DNAJB8,,
chr1,117001750,117036552,1,ENSG00000134256,CD101,,
chr17,82458180,82490537,1,ENSG00000141562,NARF,,
chr1,33323623,33431095,-1,ENSG00000134686,PHC2,,
chr1,180912897,180951614,1,ENSG00000135835,KIAA1614,,
chr17,45221444,45247319,1,ENSG00000184922,FMNL1,,
chr2,219514170,219538772,1,ENSG00000072182,ASIC4,,
chr1,93179919,93278730,1,ENSG00000122483,CCDC18,,
chr1,170531819,170553834,1,ENSG00000120370,GORAB,,
chr1,159171609,159203313,1,ENSG00000162706,CADM3,,
chr1,24056035,24112135,-1,ENSG00000142661,MYOM3,,
chr3,173396284,174294372,1,ENSG00000169760,NLGN1,,
chr2,26970637,27027219,1,ENSG00000084764,MAPRE3,,
chr1,202007945,202017183,1,ENSG00000163435,ELF3,,
chr17,80260852,80398794,1,ENSG00000173821,RNF213,,
chr2,27042364,27070622,1,ENSG00000084693,AGBL5,,
chr3,13479724,13506424,1,ENSG00000163517,HDAC11,,
chr3,197960200,198043720,1,ENSG00000185621,LMLN,,
chr1,33513998,34165842,-1,ENSG00000121904,CSMD2,,
chr3,196980590,197029835,-1,ENSG00000163975,MELTF,,
chr3,197042560,197299330,-1,ENSG00000075711,DLG1,,
chr2,166195185,166376001,-1,ENSG00000169432,SCN9A,,
chr1,155033824,155050930,1,ENSG00000163357,DCST1,,
chr17,44191805,44200113,-1,ENSG00000087152,ATXN7L3,,
chr17,45160700,45170040,1,ENSG00000168517,HEXIM2,,
chr2,144364364,144521057,-1,ENSG00000169554,ZEB2,,
chr1,145933423,145958017,-1,ENSG00000271601,LIX1L,,
chr1,48532854,50023954,-1,ENSG00000186094,AGBL4,,
chr2,134918235,134959342,1,ENSG00000082258,CCNT2,,
chr1,63774017,64181498,1,ENSG00000185483,ROR1,,
chr1,178725165,178921842,1,ENSG00000116191,RALGPS2,,
chr1,15236521,15400283,1,ENSG00000142621,FHAD1,,
chr17,19215615,19336715,1,ENSG00000072134,EPN2,,
chr3,128479427,128493201,-1,ENSG00000179348,GATA2,,
chr1,226631690,226739323,-1,ENSG00000143772,ITPKB,,
chr2,206175316,206218047,-1,ENSG00000183671,CMKLR2,,
chr2,200810594,200827338,1,ENSG00000082153,BZW1,,
chr1,26432282,26471306,1,ENSG00000117682,DHDDS,,
chr1,204396492,204411887,-1,ENSG00000158615,PPP1R15B,,
chr1,24199558,24364482,1,ENSG00000158055,GRHL3,,
chr2,218356857,218368099,1,ENSG00000158428,CATIP,,
chr2,167293001,167874045,1,ENSG00000172318,B3GALT1,,
chr17,4967992,4987675,-1,ENSG00000108509,CAMTA2,,
chr17,4997950,5028401,1,ENSG00000129250,KIF1C,,
chr1,50437028,50960267,-1,ENSG00000185104,FAF1,,
chr17,5105269,5123162,-1,ENSG00000167840,ZNF232,,
chr2,217799588,218033982,-1,ENSG00000079308,TNS1,,
chr2,172427354,172506459,1,ENSG00000091409,ITGA6,,
chr2,54723499,54972025,1,ENSG00000214595,EML6,,
chr2,25377198,25673647,-1,ENSG00000138101,DTNB,,
chr1,151770107,151791416,-1,ENSG00000182134,TDRKH,,
chr1,235661041,235883640,-1,ENSG00000143669,LYST,,
chr2,177623244,178108339,-1,ENSG00000128655,PDE11A,,
chr1,47137435,47149727,1,ENSG00000162365,CYP4A22,,
chr2,70935900,70965431,1,ENSG00000116039,ATP6V1B1,,
chr1,9651731,9729114,1,ENSG00000171608,PIK3CD,,
chr2,40097270,40611053,-1,ENSG00000183023,SLC8A1,,
chr1,68098473,68233120,-1,ENSG00000116729,WLS,,
chr1,68045886,68051717,-1,ENSG00000162595,DIRAS3,,
chr1,23743448,23762059,1,ENSG00000011007,ELOA,,
chr1,31652263,31704319,-1,ENSG00000084636,COL16A1,,
chr2,27325849,27356999,-1,ENSG00000115207,GTF3C2,,
chr2,108449107,108509415,1,ENSG00000135968,GCC2,,
chr2,108533671,108687246,1,ENSG00000169756,LIMS1,,
chr1,41015589,41023237,-1,ENSG00000171790,SLFNL1,,
chr2,216412414,216483053,1,ENSG00000138375,SMARCAL1,,
chr1,201483530,201509456,-1,ENSG00000159176,CSRP1,,
chr1,201829149,201884291,1,ENSG00000198700,IPO9,,
chr1,19215660,19251552,-1,ENSG00000127463,EMC1,,
chr1,183472216,183598246,1,ENSG00000116698,SMG7,,
chr1,2050411,2185395,1,ENSG00000067606,PRKCZ,,
chr1,65792514,66374579,1,ENSG00000184588,PDE4B,,
chr1,151281618,151292176,1,ENSG00000143373,ZNF687,,
chr1,204422628,204494805,-1,ENSG00000133056,PIK3C2B,,
chr1,41361922,41383590,1,ENSG00000204060,FOXO6,,
chr1,11761787,11789585,1,ENSG00000215910,C1orf167,,
chr1,40691648,40771603,1,ENSG00000066136,NFYC,,
chr1,151837818,151840557,-1,ENSG00000225556,C2CD4D,,
chr1,22052627,22101360,1,ENSG00000070831,CDC42,,
chr1,209686178,209734949,1,ENSG00000117594,HSD11B1,,
chr1,86547078,86580754,1,ENSG00000016602,CLCA4,,
chr1,15736258,15741392,1,ENSG00000162461,SLC25A34,,
chr1,15742499,15747982,1,ENSG00000162460,TMEM82,,
chr1,30711277,30723585,-1,ENSG00000162510,MATN1,,
chr1,39757182,39788865,-1,ENSG00000116985,BMP8B,,
chr1,39895426,39902256,-1,ENSG00000116990,MYCL,,
chr1,98890245,99227929,-1,ENSG00000117598,PLPPR5,,
chr1,155320894,155331114,1,ENSG00000160753,RUSC1,,
chr1,155946851,156007070,-1,ENSG00000116584,ARHGEF2,,
chr1,178094104,178484147,1,ENSG00000075391,RASAL2,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
