Chr;Pos_init;Pos_end;Strand;Size;Id;AS;N transcripts
2;27356246;27367622;1;11376;ENSG00000234072;GTF3C2-AS2;3
1;235839483;235840182;1;699;ENSG00000229463;LYST-AS1;1
8;141124717;141130070;-1;5353;ENSG00000253210;DENND3-AS1;7
1;174934947;174954261;-1;19314;ENSG00000229531;RABGAP1L-AS1;2
8;1971153;1974768;-1;3615;ENSG00000253764;KBTBD11-AS1;5
1;210231456;210234047;-1;2591;ENSG00000203706;SERTAD4-AS1;3
2;121530422;121532705;1;2283;ENSG00000265451;CLASP1-AS1;1
7;22725395;22727620;-1;2225;ENSG00000179428;IL6-AS1;1
15;100892343;100919391;-1;27048;ENSG00000259583;ALDH1A3-AS1;6
10;88932390;88940820;1;8430;ENSG00000180139;ACTA2-AS1;4
15;79123939;79283964;-1;160025;ENSG00000259234;ANKRD34C-AS1;20
15;81324338;81518200;1;193862;ENSG00000259343;TMC3-AS1;18
15;72407778;72475168;-1;67390;ENSG00000261423;TMEM202-AS1;3
15;96110040;96327361;-1;217321;ENSG00000247809;NR2F2-AS1;21
10;11071541;11105773;-1;34232;ENSG00000237986;CELF2-AS2;15
10;11316833;11319884;-1;3051;ENSG00000181800;CELF2-AS1;1
15;50354950;50372202;1;17252;ENSG00000244879;GABPB1-AS1;17
15;40835808;40844409;-1;8601;ENSG00000261183;SPINT1-AS1;5
15;73908071;73928248;-1;20177;ENSG00000261801;LOXL1-AS1;15
3;46557398;46559694;1;2296;ENSG00000268324;LRRC2-AS1;2
10;73247360;73276984;1;29624;ENSG00000236756;DNAJC9-AS1;2
1;186423481;186521147;1;97666;ENSG00000229739;PDC-AS1;8
1;165768929;165775176;1;6247;ENSG00000224358;TMCO1-AS1;1
16;66469796;66481230;-1;11434;ENSG00000261656;BEAN1-AS1;10
1;20642657;20652193;-1;9536;ENSG00000117242;PINK1-AS;1
1;70013982;70031222;-1;17240;ENSG00000237919;LRRC7-AS1;2
1;70359562;70360437;-1;875;ENSG00000226088;HHLA3-AS1;1
15;88252730;88271066;1;18336;ENSG00000260305;NTRK3-AS1;1
3;38451027;38454820;-1;3793;ENSG00000229589;ACVR2B-AS1;1
16;2737076;2752600;-1;15524;ENSG00000205913;SRRM2-AS1;6
19;7390522;7395039;-1;4517;ENSG00000267852;ARHGEF18-AS1;1
15;41921417;41929286;1;7869;ENSG00000259883;EHD4-AS1;1
15;41972763;41999094;1;26331;ENSG00000246740;PLA2G4E-AS1;1
5;141558311;141565263;1;6952;ENSG00000246422;DIAPH1-AS1;1
7;1738630;1742291;-1;3661;ENSG00000236081;ELFN1-AS1;2
19;54119511;54125343;-1;5832;ENSG00000237017;PRPF31-AS1;1
5;441498;443160;-1;1662;ENSG00000221990;EXOC3-AS1;1
3;194632923;194645401;1;12478;ENSG00000229334;TMEM44-AS2;1
15;63046034;63049387;-1;3353;ENSG00000259498;TPM1-AS;2
3;55487699;55488308;1;609;ENSG00000244586;WNT5A-AS1;1
10;35314552;35336401;-1;21849;ENSG00000271335;CCNY-AS1;3
3;185162871;185191955;1;29084;ENSG00000223358;EHHADH-AS1;2
7;143255264;143287997;-1;32733;ENSG00000231840;TMEM139-AS1;2
17;10729777;10815164;1;85387;ENSG00000263400;TMEM220-AS1;8
1;231184098;231187627;-1;3529;ENSG00000235710;TRIM67-AS1;1
7;143363899;143364229;1;330;ENSG00000272619;FAM131B-AS1;1
5;181195496;181203103;1;7607;ENSG00000250900;TRIM7-AS1;6
10;80529592;80536026;-1;6434;ENSG00000226659;TSPAN14-AS1;1
10;75243568;75373500;1;129932;ENSG00000226051;ZNF503-AS1;25
7;137953348;137957966;1;4618;ENSG00000237243;CREB3L2-AS1;1
10;117238762;117241998;-1;3236;ENSG00000225936;SLC18A2-AS1;2
10;44793119;44959724;-1;166605;ENSG00000224812;TMEM72-AS1;27
10;71217220;71218294;-1;1074;ENSG00000237512;UNC5B-AS1;2
10;73495525;73520070;1;24545;ENSG00000221817;PPP3CB-AS1;18
1;239703381;239770130;-1;66749;ENSG00000233355;CHRM3-AS2;10
10;17214239;17230018;-1;15779;ENSG00000229124;VIM-AS1;4
1;239898016;239899872;-1;1856;ENSG00000234601;CHRM3-AS1;1
17;12671862;12706135;-1;34273;ENSG00000227274;MYOCD-AS1;1
17;12760140;12790242;-1;30102;ENSG00000265489;ARHGAP44-AS1;1
10;78943328;79067895;-1;124567;ENSG00000224596;ZMIZ1-AS1;4
10;110869741;110872253;-1;2512;ENSG00000203497;PDCD4-AS1;1
10;87189773;87342612;-1;152839;ENSG00000223482;NUTM2A-AS1;50
10;49296112;49299018;-1;2906;ENSG00000236208;C10orf71-AS1;2
10;1526637;1556988;1;30351;ENSG00000205696;ADARB2-AS1;3
10;95732976;96090250;-1;357274;ENSG00000226688;ENTPD1-AS1;45
10;6580419;6616921;1;36502;ENSG00000237943;PRKCQ-AS1;26
10;31206278;31320447;-1;114169;ENSG00000237036;ZEB1-AS1;17
10;32347397;32374488;1;27091;ENSG00000229327;EPC1-AS1;1
1;155978799;155982986;1;4187;ENSG00000273002;ARHGEF2-AS2;1
1;155991390;156001787;1;10397;ENSG00000224276;ARHGEF2-AS1;1
19;53854581;53869107;-1;14526;ENSG00000228323;MYADM-AS1;1
2;148866470;148888823;-1;22353;ENSG00000231079;KIF5C-AS1;4
1;47096653;47179271;-1;82618;ENSG00000225506;CYP4A22-AS1;1
1;47432133;47434641;-1;2508;ENSG00000237424;FOXD2-AS1;1
7;104738597;104804107;-1;65510;ENSG00000226869;LHFPL3-AS1;7
7;104894628;104926645;-1;32017;ENSG00000225329;LHFPL3-AS2;2
2;102172621;102182108;-1;9487;ENSG00000226925;IL1R1-AS1;1
9;112399512;112487204;-1;87692;ENSG00000230185;HSDL2-AS1;9
7;88216660;88219226;1;2566;ENSG00000254003;SRI-AS1;1
9;83707594;83713496;1;5902;ENSG00000254473;UBQLN1-AS1;3
9;137615326;137618906;-1;3580;ENSG00000203993;ARRDC1-AS1;4
9;2421597;2622457;-1;200860;ENSG00000236404;VLDLR-AS1;14
2;25421117;25427643;1;6526;ENSG00000224220;DTNB-AS1;1
19;11987617;12046275;1;58658;ENSG00000219665;ZNF433-AS1;9
17;82454140;82458521;-1;4381;ENSG00000265458;NARF-AS2;3
17;82476597;82477924;-1;1327;ENSG00000266445;NARF-AS1;1
9;135462727;135480777;-1;18050;ENSG00000225361;PPP1R26-AS1;6
19;51888025;51900463;1;12438;ENSG00000268095;ZNF649-AS1;1
7;144194858;144280547;1;85689;ENSG00000244198;ARHGEF35-AS1;10
7;144300395;144356181;-1;55786;ENSG00000244479;OR2A1-AS1;10
9;72656;90820;1;18164;ENSG00000277631;PGM5P3-AS1;7
7;156654185;156659582;-1;5397;ENSG00000224903;RNF32-AS1;2
3;49640483;49641769;-1;1286;ENSG00000235120;BSN-AS1;1
7;157006307;157007132;1;825;ENSG00000235029;MNX1-AS2;1
7;157010805;157016426;1;5621;ENSG00000243479;MNX1-AS1;1
17;19296596;19306261;-1;9665;ENSG00000235397;EPN2-AS1;1
16;8962706;8966990;1;4284;ENSG00000260979;USP7-AS1;1
3;9947404;9954787;1;7383;ENSG00000230082;PRRT3-AS1;1
16;71564952;71578187;1;13235;ENSG00000260886;TAT-AS1;4
3;32730635;32737454;-1;6819;ENSG00000251224;CNOT10-AS1;1
7;27107777;27134302;1;26525;ENSG00000253552;HOXA-AS2;13
7;27129977;27155928;1;25951;ENSG00000254369;HOXA-AS3;5
7;27168619;27171915;1;3296;ENSG00000253187;HOXA10-AS;3
7;27184507;27189298;1;4791;ENSG00000240990;HOXA11-AS;10
7;27241429;27247229;-1;5800;ENSG00000253405;EVX1-AS;3
16;78234652;78241989;-1;7337;ENSG00000260969;WWOX-AS1;3
3;146589602;146590325;1;723;ENSG00000241457;PLSCR5-AS1;1
7;74688864;74729001;-1;40137;ENSG00000232729;GTF2I-AS1;7
5;138032774;138037266;1;4492;ENSG00000246323;FAM13B-AS1;1
11;116836117;116856018;1;19901;ENSG00000235910;APOA1-AS;2
11;72584572;72587979;1;3407;ENSG00000256633;PDE2A-AS2;1
5;88676033;88779088;1;103055;ENSG00000245864;MEF2C-AS2;5
2;219388496;219403633;1;15137;ENSG00000229525;DNPEP-AS1;1
3;52288580;52299067;-1;10487;ENSG00000242797;GLYCTK-AS1;4
2;219482073;219516877;-1;34804;ENSG00000227432;ASIC4-AS1;1
5;142325293;142672001;1;346708;ENSG00000231185;SPRY4-AS1;7
7;150379854;150383885;-1;4031;ENSG00000239377;ZNF775-AS1;1
3;85799987;85828050;-1;28063;ENSG00000241648;CADM2-AS2;1
5;91380349;91612566;1;232217;ENSG00000281357;ARRDC3-AS1;8
3;85992183;86028007;-1;35824;ENSG00000239519;CADM2-AS1;1
5;88883328;89466398;1;583070;ENSG00000248309;MEF2C-AS1;28
5;1883315;1884758;1;1443;ENSG00000249116;IRX4-AS1;3
5;147559994;147694827;1;134833;ENSG00000280780;JAKMIP2-AS1;6
5;181261169;181272307;1;11138;ENSG00000248275;TRIM52-AS1;5
5;67001383;67004080;-1;2697;ENSG00000229666;MAST4-AS1;1
5;61162070;61232040;1;69970;ENSG00000251279;SMIM15-AS1;12
5;112160526;112164818;1;4292;ENSG00000224032;EPB41L4A-AS1;7
5;81201341;81301565;-1;100224;ENSG00000247572;CKMT2-AS1;15
6;113969701;114471705;1;502004;ENSG00000228624;HDAC2-AS2;19
5;16129126;16141737;1;12611;ENSG00000250981;MARCHF11-AS1;2
6;105136308;105199559;1;63251;ENSG00000203808;BVES-AS1;20
6;146824539;147204614;-1;380075;ENSG00000233452;STXBP5-AS1;56
5;177438503;177447982;-1;9479;ENSG00000246334;PRR7-AS1;4
19;51340695;51344117;1;3422;ENSG00000267905;VSIG10L-AS1;2
5;163483065;163494058;-1;10993;ENSG00000251018;HMMR-AS1;2
5;78342338;78360507;-1;18169;ENSG00000245556;SCAMP1-AS1;3
6;124644434;124963165;-1;318731;ENSG00000236548;RNF217-AS1;16
6;16761138;16763947;1;2809;ENSG00000229931;ATXN1-AS1;10
6;41452889;41548621;-1;95732;ENSG00000234753;FOXP4-AS1;6
19;51415724;51417425;1;1701;ENSG00000255441;SIGLEC10-AS1;2
4;57109762;57207459;1;97697;ENSG00000245067;IGFBP7-AS1;4
4;2934882;2961738;1;26856;ENSG00000249673;NOP14-AS1;14
6;158988178;159088114;1;99936;ENSG00000271913;TAGAP-AS1;25
3;195908076;195913986;1;5910;ENSG00000224614;TNK2-AS1;4
4;181874438;182145249;-1;270811;ENSG00000177822;TENM3-AS1;9
6;163306907;163324530;-1;17623;ENSG00000281692;PACRG-AS1;5
4;38602438;38664926;-1;62488;ENSG00000231160;KLF3-AS1;24
6;34696317;34697478;1;1161;ENSG00000272288;ILRUN-AS1;5
6;32254640;32407763;1;153123;ENSG00000225914;TSBP1-AS1;17
6;96199840;96521717;-1;321877;ENSG00000233797;UFL1-AS1;9
4;108167525;108258037;1;90512;ENSG00000232021;LEF1-AS1;13
6;30742816;30743638;1;822;ENSG00000272273;IER3-AS1;2
4;173527270;173659696;1;132426;ENSG00000237125;HAND2-AS1;60
6;111483496;111598302;1;114806;ENSG00000231889;TRAF3IP2-AS1;15
6;28015122;28137313;-1;122191;ENSG00000269293;ZSCAN16-AS1;6
6;79233699;79236797;1;3098;ENSG00000270362;HMGN3-AS1;1
6;125577545;125749190;-1;171645;ENSG00000237742;HEY2-AS1;6
1;64094379;64171342;-1;76963;ENSG00000223949;ROR1-AS1;7
6;123389421;123511509;1;122088;ENSG00000235535;TRDN-AS1;20
4;109347475;109433817;-1;86342;ENSG00000247950;SEC24B-AS1;11
4;39527720;39594707;1;66987;ENSG00000249348;UGDH-AS1;2
4;102827611;102844099;1;16488;ENSG00000246560;UBE2D3-AS1;2
4;107863473;107989692;-1;126219;ENSG00000245293;CYP2U1-AS1;9
4;139411927;139454034;-1;42107;ENSG00000273247;RAB33B-AS1;7
4;144642919;144661357;-1;18438;ENSG00000248890;HHIP-AS1;4
4;140283724;140373406;-1;89682;ENSG00000196951;SCOC-AS1;6
7;47795291;47819847;1;24556;ENSG00000136275;PKD1L1-AS1;2
19;9621249;9674662;1;53413;ENSG00000267106;ZNF561-AS1;24
4;112515385;112546881;1;31496;ENSG00000249509;NEUROG2-AS1;2
12;49292631;49324576;-1;31945;ENSG00000258334;TROAP-AS1;1
17;28598790;28617377;1;18587;ENSG00000227543;SPAG5-AS1;6
1;236523052;236524508;-1;1456;ENSG00000223776;LGALS8-AS1;2
4;652850;656213;-1;3363;ENSG00000242686;PDE6B-AS1;4
12;56150796;56158220;-1;7424;ENSG00000257809;MYL6B-AS1;1
17;70166961;70169402;-1;2441;ENSG00000267365;KCNJ2-AS1;1
11;43909289;43920944;-1;11655;ENSG00000244926;ALKBH3-AS1;5
17;76138432;76154650;1;16218;ENSG00000267128;RNF157-AS1;6
1;222589825;222593843;1;4018;ENSG00000225265;TAF1A-AS1;6
19;1267471;1270260;-1;2789;ENSG00000267493;CIRBP-AS1;1
1;170460453;170532647;-1;72194;ENSG00000231407;GORAB-AS1;5
1;115283034;115368072;1;85038;ENSG00000228035;NGF-AS1;1
1;85276388;85448124;1;171736;ENSG00000223653;BCL10-AS1;3
16;921033;934495;1;13462;ENSG00000260439;LMF1-AS1;2
1;110487680;110490258;-1;2578;ENSG00000235407;CYMP-AS1;1
1;155316863;155324176;-1;7313;ENSG00000225855;RUSC1-AS1;4
11;126940746;126945090;1;4344;ENSG00000254960;KIRREL3-AS2;2
11;127002910;127006058;1;3148;ENSG00000218109;KIRREL3-AS3;1
3;179875376;179881609;1;6233;ENSG00000243799;PEX5L-AS1;1
3;179898199;179921895;1;23696;ENSG00000244302;PEX5L-AS2;1
3;58162547;58170636;-1;8089;ENSG00000244161;FLNB-AS1;2
17;49361150;49369998;1;8848;ENSG00000248714;ZNF652-AS1;3
17;4497394;4499674;-1;2280;ENSG00000229782;SPNS2-AS1;1
2;111098345;111116407;-1;18062;ENSG00000204581;ACOXL-AS1;3
3;3039033;3069242;-1;30209;ENSG00000237990;CNTN4-AS1;2
2;79492704;79513900;-1;21196;ENSG00000229385;CTNNA2-AS1;3
11;75206048;75241173;-1;35125;ENSG00000255136;TPBGL-AS1;5
12;92420094;92428148;-1;8054;ENSG00000205057;CLLU1-AS1;1
17;42552436;42554748;-1;2312;ENSG00000266962;HSD17B1-AS1;1
3;45676369;45689200;-1;12831;ENSG00000230530;LIMD1-AS1;4
19;46189029;46203160;-1;14131;ENSG00000268621;IGFL2-AS1;14
11;118510273;118531094;-1;20821;ENSG00000255435;TTC36-AS1;5
3;42506465;42533258;-1;26793;ENSG00000232354;VIPR1-AS1;36
7;561958;565619;1;3661;ENSG00000229380;PRKAR1B-AS2;1
7;603185;608482;1;5297;ENSG00000237181;PRKAR1B-AS1;1
3;42702541;42706776;1;4235;ENSG00000230970;HHATL-AS1;3
3;42732575;42746768;1;14193;ENSG00000173811;CCDC13-AS1;3
12;120941728;120980965;-1;39237;ENSG00000241388;HNF1A-AS1;7
3;51873596;51875767;1;2171;ENSG00000235455;IQCF5-AS1;1
3;44617128;44624797;-1;7669;ENSG00000233509;ZNF197-AS1;1
1;43447776;43448644;-1;868;ENSG00000229372;SZT2-AS1;1
1;43453927;43456995;1;3068;ENSG00000229348;HYI-AS1;1
1;1420245;1422691;1;2446;ENSG00000225905;ANKRD65-AS1;1
17;42154600;42155972;1;1372;ENSG00000267658;RAB5C-AS1;1
3;15254184;15264515;1;10331;ENSG00000224660;SH3BP5-AS1;6
1;19814367;19819502;1;5135;ENSG00000235434;RNF186-AS1;1
1;46538611;46570255;1;31644;ENSG00000269956;MKNK1-AS1;2
3;15436171;15455940;-1;19769;ENSG00000249786;EAF1-AS1;13
7;117560733;117564676;-1;3943;ENSG00000232661;CFTR-AS1;1
12;72249964;72276954;-1;26990;ENSG00000236333;TRHDE-AS1;24
11;70187788;70188509;-1;721;ENSG00000254902;ANO1-AS1;1
12;2219485;2223479;-1;3994;ENSG00000256025;CACNA1C-AS4;2
7;95545191;95615132;1;69941;ENSG00000231170;PDK4-AS1;16
12;2603350;2607440;-1;4090;ENSG00000256769;CACNA1C-AS3;1
12;2668500;2672220;-1;3720;ENSG00000256271;CACNA1C-AS2;1
12;2676001;2691200;-1;15199;ENSG00000246627;CACNA1C-AS1;3
3;192238037;192283097;1;45060;ENSG00000231383;FGF12-AS1;2
3;192515022;192516573;1;1551;ENSG00000230126;FGF12-AS2;1
3;192516831;192521398;1;4567;ENSG00000226709;FGF12-AS3;1
2;222917387;222919363;-1;1976;ENSG00000234193;ACSL3-AS1;1
7;92836367;92917188;1;80821;ENSG00000237819;CDK6-AS1;6
7;20328296;20331781;-1;3485;ENSG00000271133;ITGB8-AS1;3
17;45238028;45241734;-1;3706;ENSG00000233175;FMNL1-AS1;2
7;96955141;97014088;-1;58947;ENSG00000231764;DLX6-AS1;13
17;45247916;45269824;1;21908;ENSG00000267278;MAP3K14-AS1;13
7;124929873;125482966;1;553093;ENSG00000224897;POT1-AS1;32
1;31644049;31660162;1;16113;ENSG00000235790;PEF1-AS1;24
7;151409161;151413354;1;4193;ENSG00000243836;WDR86-AS1;6
1;226148003;226155071;1;7068;ENSG00000234478;ACBD3-AS1;1
7;87151419;87152420;-1;1001;ENSG00000224046;DMTF1-AS1;3
7;39404590;39406579;-1;1989;ENSG00000224122;POU6F2-AS1;3
7;143407784;143523449;1;115665;ENSG00000229153;EPHA1-AS1;4
7;151877042;151879229;1;2187;ENSG00000239911;PRKAG2-AS1;5
7;122303658;122310119;1;6461;ENSG00000230316;FEZF1-AS1;4
17;63995418;63999899;-1;4481;ENSG00000264954;PRR29-AS1;4
7;107739999;107744581;-1;4582;ENSG00000241764;CBLL1-AS1;7
7;100837314;100852637;-1;15323;ENSG00000236305;SLC12A9-AS1;2
1;224608130;224616220;-1;8090;ENSG00000233384;CNIH3-AS2;3
7;101014319;101017665;-1;3346;ENSG00000227053;MUC12-AS1;3
7;105013281;105014321;-1;1040;ENSG00000239569;KMT2E-AS1;12
1;39565052;39573860;1;8808;ENSG00000228060;PABPC4-AS1;2
7;38330978;38378804;1;47826;ENSG00000281103;TRG-AS1;20
7;79452877;79471208;1;18331;ENSG00000234456;MAGI2-AS3;48
1;150548562;150557724;-1;9162;ENSG00000237781;ADAMTSL4-AS2;1
7;107650260;107662204;-1;11944;ENSG00000233705;SLC26A4-AS1;13
1;150560202;150562115;-1;1913;ENSG00000203804;ADAMTSL4-AS1;1
7;1570073;1589626;1;19553;ENSG00000230487;PSMG3-AS1;9
19;47484282;47501597;1;17315;ENSG00000268061;NAPA-AS1;2
1;228203503;228213664;-1;10161;ENSG00000162913;OBSCN-AS1;7
16;86565145;86567845;-1;2700;ENSG00000260944;FOXC2-AS1;1
16;50727417;50742815;-1;15398;ENSG00000261644;CYLD-AS1;3
16;1064087;1078731;-1;14644;ENSG00000261713;SSTR5-AS1;5
3;4896809;4980414;-1;83605;ENSG00000235831;BHLHE40-AS1;6
16;3100696;3143734;-1;43038;ENSG00000263072;ZNF213-AS1;33
16;28878957;28879938;-1;981;ENSG00000260442;ATP2A1-AS1;5
16;3037400;3059370;-1;21970;ENSG00000261971;MMP25-AS1;10
19;43901866;43927767;1;25901;ENSG00000267191;ZNF45-AS1;5
19;58362569;58367620;1;5051;ENSG00000269054;ZNF497-AS1;2
19;42821774;42826878;1;5104;ENSG00000225877;PSG8-AS1;4
16;25085168;25111555;-1;26387;ENSG00000260448;LCMT1-AS1;4
19;55006193;55048086;1;41893;ENSG00000267265;GP6-AS1;4
19;58559125;58574797;1;15672;ENSG00000267858;MZF1-AS1;7
19;46660364;46678991;1;18627;ENSG00000245598;DACT3-AS1;5
19;36573070;36594712;1;21642;ENSG00000233527;ZNF529-AS1;7
19;35540738;35546029;-1;5291;ENSG00000236144;TMEM147-AS1;10
19;42397114;42652355;1;255241;ENSG00000213904;LIPE-AS1;12
19;8374372;8390685;-1;16313;ENSG00000269386;RAB11B-AS1;3
19;51949122;51981367;1;32245;ENSG00000269235;ZNF350-AS1;5
19;37497159;37507122;-1;9963;ENSG00000266916;ZNF793-AS1;5
19;562360;572228;-1;9868;ENSG00000267751;BSG-AS1;6
19;52388842;52397791;-1;8949;ENSG00000269834;ZNF528-AS1;6
19;56477250;56504362;1;27112;ENSG00000166770;ZNF667-AS1;20
2;113211421;113276581;1;65160;ENSG00000189223;PAX8-AS1;30
1;220832763;220880140;-1;47377;ENSG00000257551;HLX-AS1;1
19;54444807;54449430;-1;4623;ENSG00000226696;LENG8-AS1;6
1;173862473;173863941;1;1468;ENSG00000270084;GAS5-AS1;1
1;111739579;111747798;1;8219;ENSG00000227811;INKA2-AS1;3
1;111909336;111910931;1;1595;ENSG00000237556;KCND3-AS1;3
19;54635722;54638892;-1;3170;ENSG00000224730;LILRB1-AS1;1
1;226668897;226676345;1;7448;ENSG00000228548;ITPKB-AS1;1
3;142654784;142656745;-1;1961;ENSG00000239641;PLS1-AS1;1
2;130107684;130109741;1;2057;ENSG00000224087;POTEF-AS1;1
1;161084465;161087571;1;3106;ENSG00000228917;NECTIN4-AS1;1
3;18445024;18923280;1;478256;ENSG00000228956;SATB1-AS1;74
17;42753914;42761257;-1;7343;ENSG00000197291;RAMP2-AS1;6
1;154402328;154406564;-1;4236;ENSG00000228013;IL6R-AS1;1
3;45483974;45509545;-1;25571;ENSG00000232455;LARS2-AS1;1
19;35667948;35673304;-1;5356;ENSG00000226510;UPK1A-AS1;1
2;201140278;201157823;-1;17545;ENSG00000226312;CFLAR-AS1;23
16;88512960;88531053;-1;18093;ENSG00000261744;ZFPM1-AS1;1
2;172464262;172466022;-1;1760;ENSG00000232788;ITGA6-AS1;2
11;18706537;18740568;1;34031;ENSG00000254966;IGSF22-AS1;1
16;88663298;88687282;1;23984;ENSG00000260630;SNAI3-AS1;18
12;75234740;75298508;1;63768;ENSG00000254451;CAPS2-AS1;3
2;85889151;85891136;1;1985;ENSG00000232504;ST3GAL5-AS1;2
16;27447669;27453393;-1;5724;ENSG00000259954;IL21R-AS1;1
3;124781155;124787757;1;6602;ENSG00000244286;ITGB5-AS1;1
3;9249742;9257507;1;7765;ENSG00000235830;SRGAP3-AS4;1
2;176121611;176137098;-1;15487;ENSG00000237380;HOXD-AS2;3
17;1181893;1185086;1;3193;ENSG00000235361;ABR-AS1;1
1;33868953;33893726;1;24773;ENSG00000231163;CSMD2-AS1;21
11;119417951;119419114;1;1163;ENSG00000263873;THY1-AS1;1
1;227743831;227747191;-1;3360;ENSG00000230005;SNAP47-AS1;1
2;217978707;217993747;1;15040;ENSG00000223923;TNS1-AS1;2
2;189762704;189765556;1;2852;ENSG00000253559;OSGEPL1-AS1;3
2;135820191;135823087;1;2896;ENSG00000226806;LCT-AS1;1
11;83185521;83187036;-1;1515;ENSG00000269939;PCF11-AS1;1
1;54236440;54239063;1;2623;ENSG00000198711;SSBP3-AS1;1
1;154553609;154555017;1;1408;ENSG00000229780;UBE2Q1-AS1;1
1;46674036;46692098;1;18062;ENSG00000228237;EFCAB14-AS1;2
17;50281577;50287855;-1;6278;ENSG00000251179;TMEM92-AS1;1
12;63804739;63822156;-1;17417;ENSG00000255850;RXYLT1-AS1;2
11;1983237;1989964;-1;6727;ENSG00000226416;MRPL23-AS1;1
11;124759129;124766119;1;6990;ENSG00000250073;ESAM-AS1;4
17;44299574;44315315;-1;15741;ENSG00000267750;RUNDC3A-AS1;4
11;32435518;32500632;1;65114;ENSG00000183242;WT1-AS;12
11;10541258;10599939;1;58681;ENSG00000177112;IRAG1-AS1;5
11;20043767;20049458;-1;5691;ENSG00000254453;NAV2-AS2;1
11;46846410;46874421;1;28011;ENSG00000247675;LRP4-AS1;4
11;10858179;10908972;1;50793;ENSG00000247271;ZBED5-AS1;9
11;30584118;30632583;1;48465;ENSG00000254489;MPPED2-AS1;4
1;43385113;43389155;1;4042;ENSG00000229431;MED8-AS1;1
11;117288453;117293578;1;5125;ENSG00000278768;BACE1-AS;5
3;129315392;129326225;1;10833;ENSG00000206417;H1-10-AS1;4
1;156637783;156641004;-1;3221;ENSG00000272068;BCAN-AS1;1
12;9948137;9953336;-1;5199;ENSG00000231560;CLEC12A-AS1;1
1;51329654;51335324;1;5670;ENSG00000261664;TTC39A-AS1;2
11;48014406;48015855;-1;1449;ENSG00000254879;PTPRJ-AS1;1
1;1173056;1179555;-1;6499;ENSG00000205231;TTLL10-AS1;1
12;31589923;31615666;1;25743;ENSG00000255867;DENND5B-AS1;2
17;74970704;74975728;1;5024;ENSG00000263586;HID1-AS1;1
17;58519837;58557799;1;37962;ENSG00000264672;SEPTIN4-AS1;3
3;71289769;71305853;1;16084;ENSG00000244203;FOXP1-AS1;1
3;159765387;159768612;-1;3225;ENSG00000241211;IQCJ-SCHIP1-AS1;2
1;21293290;21299874;1;6584;ENSG00000231105;ECE1-AS1;2
1;74577430;74626098;1;48668;ENSG00000234497;ERICH3-AS1;3
12;130144315;130162256;-1;17941;ENSG00000250208;FZD10-AS1;4
12;98512973;98516422;-1;3449;ENSG00000257167;TMPO-AS1;2
12;29389289;29487488;1;98199;ENSG00000257599;OVCH1-AS1;4
12;109052349;109053984;-1;1635;ENSG00000256262;USP30-AS1;1
11;2140501;2148666;1;8165;ENSG00000099869;IGF2-AS;3
12;25936683;25959765;-1;23082;ENSG00000246695;RASSF8-AS1;20
12;6439001;6451568;-1;12567;ENSG00000215039;CD27-AS1;17
12;56300076;56317992;1;17916;ENSG00000257303;CNPY2-AS1;3
12;7108052;7122524;1;14472;ENSG00000205885;C1RL-AS1;5
12;3871579;3910384;1;38805;ENSG00000256862;PARP11-AS1;7
12;55729094;55730857;1;1763;ENSG00000258056;CD63-AS1;1
11;2328749;2377992;-1;49243;ENSG00000238184;CD81-AS1;2
12;31019434;31073847;-1;54413;ENSG00000245614;DDX11-AS1;5
12;47205896;47216460;-1;10564;ENSG00000247774;PCED1B-AS1;29
12;53298655;53300364;-1;1709;ENSG00000257605;MYG1-AS1;1
12;114408131;114412832;1;4701;ENSG00000255399;TBX5-AS1;10
12;48998367;49019241;1;20874;ENSG00000257913;DDN-AS1;6
12;120201274;120213231;1;11957;ENSG00000255857;PXN-AS1;12
12;123363868;123366113;1;2245;ENSG00000256092;SBNO1-AS1;8
12;111839758;111842902;-1;3144;ENSG00000234608;MAPKAPK5-AS1;13
12;113471981;113480636;1;8655;ENSG00000257935;LHX5-AS1;13
12;12927712;12984645;1;56933;ENSG00000247498;GPRC5D-AS1;10
3;128075810;128079056;1;3246;ENSG00000239608;RUVBL1-AS1;1
17;29560547;29707090;1;146543;ENSG00000264031;ABHD15-AS1;1
1;11143898;11149537;1;5639;ENSG00000225602;MTOR-AS1;2
3;133429269;133455776;-1;26507;ENSG00000249993;BFSP2-AS1;1
2;32377631;32379599;-1;1968;ENSG00000230046;BIRC6-AS1;1
12;4247981;4276252;-1;28271;ENSG00000255920;CCND2-AS1;7
11;8964502;8977527;1;13025;ENSG00000254860;TMEM9B-AS1;6
11;64245942;64248218;1;2276;ENSG00000256940;PPP1R14B-AS1;4
2;54747103;54750473;-1;3370;ENSG00000231334;EML6-AS1;1
17;74584679;74594209;1;9530;ENSG00000182352;CD300LD-AS1;3
1;151841877;151850385;1;8508;ENSG00000234614;C2CD4D-AS1;1
17;15735023;15749192;-1;14169;ENSG00000233002;TBC1D26-AS1;3
3;184095118;184105178;-1;10060;ENSG00000238020;HTR3E-AS1;1
1;204377850;204435846;1;57996;ENSG00000226330;PPP1R15B-AS1;1
3;184006338;184011419;1;5081;ENSG00000223882;ABCC5-AS1;1
3;169978536;169985715;-1;7179;ENSG00000240373;SEC62-AS1;1
3;196939877;196942534;1;2657;ENSG00000225578;NCBP2-AS1;1
